Image Path;IoU Score
100k/val/bca1cbed-a81e3dba;0.5032658
100k/val/bca1da7b-ddeeddb1;0.95455325
100k/val/bca2410d-f8e930c3;0.8453456
100k/val/bca28d76-e40b21eb;0.5981836
100k/val/bca36352-0381818e;0.33333334
100k/val/bca36352-5de70a3f;0.6039579
100k/val/bca36352-acc82f86;0.5890961
100k/val/bca3720a-3423755f;0.89314795
100k/val/bca3720a-642376aa;0.24815771
100k/val/bca3720a-72374014;0.4418918
100k/val/bca3720a-79a8dc89;0.5139651
100k/val/bca3720a-93049dc4;0.61130804
100k/val/bca3720a-9c3aad8c;0.83440435
100k/val/bca3720a-b4a6a4e4;0.44961447
100k/val/bca3720a-d372b6ae;0.48375857
100k/val/bca562b0-3ae25344;0.8841007
100k/val/bca84cbc-1ce525d6;0.917562
100k/val/bca84cbc-800427b6;0.59098375
100k/val/bcaa771b-5ace3b37;0.5601096
100k/val/bcaa771b-806e4fcd;0.5768305
100k/val/bcaa771b-a3595511;0.7461647
100k/val/bcadb48c-9a41d823;0.50819093
100k/val/bcadbe99-a0a27cdc;0.5536171
100k/val/bcade6d5-430ff8e0;0.9273193
100k/val/bcae6e67-059fedea;0.84352183
100k/val/bcaf57de-8a71dbde;0.40209484
100k/val/bcaf73c1-311f299e;0.3813756
100k/val/bcaf73c1-3deecc6b;0.5015669
100k/val/bcaf73c1-434e24ad;0.5134494
100k/val/bcaf73c1-48814a50;0.33333334
100k/val/bcaf73c1-64597611;0.532654
100k/val/bcaf73c1-6513f406;0.84492314
100k/val/bcaf73c1-7b70b7bd;0.53316987
100k/val/bcaf73c1-7be6ff05;0.5841179
100k/val/bcaf73c1-7d7baab1;0.59276885
100k/val/bcaf73c1-838a8ff1;0.41871357
100k/val/bcaf73c1-9433521c;0.33333334
100k/val/bcaf73c1-9c01f981;0.5965836
100k/val/bcaf73c1-a0f73960;0.8309461
100k/val/bcaf73c1-aaa1ce44;0.9021144
100k/val/bcaf73c1-c58fee95;0.4600951
100k/val/bcaf73c1-d16abb7a;0.59948653
100k/val/bcaf73c1-d7002106;0.6136271
100k/val/bcaf73c1-da948771;0.5015489
100k/val/bcaf73c1-e0c7165a;0.534006
100k/val/bcaf73c1-f32b1d31;0.33333334
100k/val/bcafa205-40fde1da;0.60397834
100k/val/bcafa205-9648f156;0.31963304
100k/val/bcb10424-fd2d3e21;0.7486044
100k/val/bcb111bb-fed9e9ca;0.8143209
100k/val/bcb2c6fd-05ee678b;0.52238977
100k/val/bcb2c6fd-060efb1b;0.9080319
100k/val/bcb2c6fd-094b605f;0.5688572
100k/val/bcb2c6fd-4999b083;0.4416954
100k/val/bcb356f6-520dd65c;0.4287777
100k/val/bcb356f6-dc4b62fd;0.62160724
100k/val/bcb3c18a-702288dc;0.54167724
100k/val/bcb3c18a-fad48b76;0.8024932
100k/val/bcb441fc-a88da923;0.3052109
100k/val/bcbaa999-aeee8ed7;0.5589931
100k/val/bcbab238-93cacd35;0.48085707
100k/val/bcbab238-e79b7395;0.60896605
100k/val/bcbb5180-96cfedbe;0.60178924
100k/val/bcbb5f4d-93c5f35d;0.6118504
100k/val/bcbbbb55-4245620b;0.4872105
100k/val/bcbbfd82-1ca5bba1;0.87220323
100k/val/bcbbfd82-add80c05;0.47580308
100k/val/bcbbfd82-bcc937d0;0.7664628
100k/val/bcbbfe2a-33e57bea;0.63044405
100k/val/bcbbfe2a-49d953fb;0.39636612
100k/val/bcbc98a8-5f8e6e4f;0.7202394
100k/val/bcbc98a8-a22cb67b;0.8944905
100k/val/bcbc98a8-c87dc426;0.87077093
100k/val/bcbd5ef7-af0cef1a;0.847816
100k/val/bcbd66a2-50519d2b;0.61742973
100k/val/bcbe3164-1af2bcb3;0.89278984
100k/val/bcbf328d-953430de;0.5656773
100k/val/bcbf4834-88a0b878;0.5119628
100k/val/bcbf4834-ad592e12;0.8222685
100k/val/bcbf4834-eed0f97c;0.94614005
100k/val/bcbfab33-5add26c9;0.5511922
100k/val/bcbfbfb8-297deca0;0.9291284
100k/val/bcbfbfb8-5defbc12;0.61200964
100k/val/bcc4efaf-023c2a93;0.47385272
100k/val/bcc567b5-5d1fd0d6;0.8350688
100k/val/bcc5eb03-0660b926;0.4449123
100k/val/bcc844b0-22c90a40;0.91688097
100k/val/bcc84a33-2b38c69f;0.6307479
100k/val/bcc942dc-d64dc48f;0.39488348
100k/val/bccad38e-0f5097a8;0.58048487
100k/val/bccbf939-28a692c6;0.9417366
100k/val/bccbf939-6f2751c6;0.9174067
100k/val/bccd4f82-5c8f9f28;0.51761603
100k/val/bcd02ab4-27b39461;0.8536978
100k/val/bcd02ab4-440fd7e6;0.75963616
100k/val/bcd02ab4-9a15965c;0.60777754
100k/val/bcd02ab4-fc291124;0.53220904
100k/val/bcd166b2-944298cd;0.43814108
100k/val/bcd32109-8b0b1eef;0.9177755
100k/val/bcd37eef-1b958ae3;0.9382522
100k/val/bcd37eef-4eabe9f6;0.820816
100k/val/bcd53258-8754ded0;0.45950004
100k/val/bcd596fa-74094968;0.4378988
100k/val/bcd596fa-d4c78bb9;0.9494723
100k/val/bcd8fde8-51118aa7;0.740911
100k/val/bcd900a7-02adf687;0.4643787
100k/val/bcd9f474-7f12bf92;0.7678721
100k/val/bcd9f474-c3a440b8;0.5830811
100k/val/bcde71de-1bf86b19;0.919857
100k/val/bcde71de-211d8a7d;0.5937299
100k/val/bcde71de-ac5c8c74;0.5153503
100k/val/bcde71de-fcf3da5c;0.96116674
100k/val/bcde8605-3775efc5;0.7212078
100k/val/bce0262b-e0b48a31;0.7657503
100k/val/bce05158-6821fc1f;0.6190351
100k/val/bce0e6a5-b08b2906;0.914967
100k/val/bce107ec-cae593c8;0.6371343
100k/val/bce15cb0-2d6aec27;0.5750081
100k/val/bce1e185-c51123bb;0.48510456
100k/val/bce1e185-db36dbdc;0.5717343
100k/val/bce2038a-e0f8e4ba;0.5524299
100k/val/bce30c65-fbfaa66a;0.9080884
100k/val/bce62e5c-19d7f2ce;0.9372925
100k/val/bce89210-5c5a9657;0.5974945
100k/val/bce8d1ba-60984f07;0.47943327
100k/val/bcea7303-e7f7d067;0.5876509
100k/val/bcea7303-fc913f70;0.4852695
100k/val/bceab139-bcc7b224;0.3902523
100k/val/bcec9d23-1430d31c;0.893481
100k/val/bcec9d23-4e8e0704;0.3455562
100k/val/bcecdb4d-825f09d4;0.55473083
100k/val/bced42eb-0b9944b1;0.92648077
100k/val/bced42eb-bfff2d8f;0.33333334
100k/val/bceeedca-f0bf8606;0.5904205
100k/val/bcef3e08-16df1f59;0.89897346
100k/val/bcef3e08-801cf8bd;0.6406687
100k/val/bcef3e08-9d61dcb5;0.6719084
100k/val/bcef7536-5c2e5a49;0.5665517
100k/val/bcf0401c-3f464d19;0.43392465
100k/val/bcf483bd-153ab23c;0.61650634
100k/val/bcf55067-920ad457;0.5028783
100k/val/bcf55067-c58fe85b;0.49347124
100k/val/bcf70f06-5bd41cdd;0.30870697
100k/val/bcf7f6b9-8819dc29;0.91042036
100k/val/bcf7f6b9-88bfed8f;0.51975334
100k/val/bcf7f6b9-fc7c487f;0.49993533
100k/val/bcf80398-cbb33b84;0.56147575
100k/val/bcf8b229-8bcd6901;0.3317821
100k/val/bcf9cd99-5a125838;0.84155077
100k/val/bcfb58e2-8a7a1c9c;0.33333334
100k/val/bcfc54ad-c713893a;0.59394026
100k/val/bcfd6756-af532d4e;0.3390053
100k/val/bcfdd6af-698c03e3;0.27902102
100k/val/bcfdd6af-c3d0b55a;0.33333334
100k/val/bd026bc5-1d80043b;0.60986054
100k/val/bd026bc5-7d3bf0ef;0.5910034
100k/val/bd026bc5-9418706c;0.9234408
100k/val/bd0380e5-846f84bb;0.87755823
100k/val/bd0380e5-8a498679;0.83223903
100k/val/bd0380e5-bc2886de;0.55384845
100k/val/bd0380e5-de0cc7cb;0.49393082
100k/val/bd0550ce-ad1da2ed;0.5911589
100k/val/bd056a69-676260f6;0.78411305
100k/val/bd05c4b3-a22bd6c8;0.89473003
100k/val/bd0829be-0bb0f1cb;0.5730169
100k/val/bd0829be-8ed71976;0.5926814
100k/val/bd0829be-ba790c09;0.57133496
100k/val/bd08d471-cb9e4be6;0.58874077
100k/val/bd0a1433-99c735e8;0.8760296
100k/val/bd0b3e14-8b246958;0.32388535
100k/val/bd0db9ed-cdca9422;0.42763543
100k/val/bd115f00-0b9baf0b;0.7137808
100k/val/bd121728-992c6e4f;0.436495
100k/val/bd137ab1-ab686c3d;0.9033021
100k/val/bd138b54-7e85623f;0.6235647
100k/val/bd1416c5-7de887bb;0.56857985
100k/val/bd1416c5-e973335b;0.8380592
100k/val/bd1493ce-0aa8dff9;0.9306092
100k/val/bd1493ce-17a1f286;0.49796742
100k/val/bd14a97d-cb209ed9;0.4357692
100k/val/bd16d59f-bd4eedcd;0.5268145
100k/val/bd16f675-095a9e20;0.5313765
100k/val/bd17816c-ad66db63;0.5852437
100k/val/bd1a890a-bfdbea88;0.90596837
100k/val/bd1ae0c2-325d1820;0.4168594
100k/val/bd1ae0c2-a649baaa;0.5431485
100k/val/bd1ae0c2-dfbaafca;0.81082535
100k/val/bd1b8b79-10f4b3af;0.31302735
100k/val/bd1b8b79-16ecdafa;0.4865845
100k/val/bd1b8b79-49b0729c;0.4135643
100k/val/bd1b8b79-6a41406e;0.32163557
100k/val/bd1b8b79-829e787f;0.4463966
100k/val/bd1b8b79-b42eda04;0.46380386
100k/val/bd1b8b79-ba219f33;0.33333334
100k/val/bd1b8b79-eb8f047f;0.2933243
100k/val/bd1bdca8-3cc740b7;0.32670176
100k/val/bd1c6dd5-1534269e;0.6794524
100k/val/bd1cf9f7-e0d0fcd9;0.48732454
100k/val/bd1d310c-f5fb429f;0.7343625
100k/val/bd1d6a81-01f9b2c4;0.3311484
100k/val/bd1e4e5b-2a9ffc3f;0.47299966
100k/val/bd1e4e5b-694e62a6;0.45674238
100k/val/bd1e4e5b-cefe603f;0.55002683
100k/val/bd1e9944-4fd7ac70;0.83545536
100k/val/bd204fcd-75ab6967;0.8758866
100k/val/bd21d7a7-85941f4d;0.8547494
100k/val/bd22225e-3eeb6fda;0.3879304
100k/val/bd22225e-664f20be;0.4645952
100k/val/bd239c09-07398e07;0.4011705
100k/val/bd239c09-f3112785;0.5446747
100k/val/bd2646a4-977c94a5;0.57684606
100k/val/bd28ebc2-4de19d20;0.83602524
100k/val/bd290539-038f7b75;0.6127271
100k/val/bd290539-e1efc276;0.47493303
100k/val/bd290539-e7fe47b4;0.6913156
100k/val/bd2cad94-ee63e010;0.60823107
100k/val/bd2dfe52-a557f832;0.6547073
100k/val/bd2fd996-71e2a020;0.95293444
100k/val/bd2fd996-9d659d30;0.52782416
100k/val/bd31fb8b-28ae6a12;0.3543179
100k/val/bd320d5f-f6fd0850;0.4654579
100k/val/bd338426-4b27de63;0.8731968
100k/val/bd338426-a0b4e877;0.5766134
100k/val/bd34d992-8b08de8e;0.5849103
100k/val/bd354e59-e5a9e8c6;0.87769866
100k/val/bd355fcc-3c7a6e8f;0.61336315
100k/val/bd355fcc-5054cb5f;0.29100564
100k/val/bd355fcc-63dd68f2;0.6194976
100k/val/bd355fcc-677a5dc3;0.62422645
100k/val/bd355fcc-6e341b88;0.9173271
100k/val/bd355fcc-866c64d7;0.85658276
100k/val/bd355fcc-b2b25a24;0.5617683
100k/val/bd355fcc-bbc127e0;0.51714313
100k/val/bd355fcc-bbe3eda5;0.8858005
100k/val/bd355fcc-be35dcf2;0.9173759
100k/val/bd355fcc-c72ca547;0.51102597
100k/val/bd355fcc-c7aa3ca3;0.5289856
100k/val/bd355fcc-e43df88a;0.46515536
100k/val/bd39c71a-5f45bcc3;0.7195541
100k/val/bd3a9dfd-4b1dd476;0.46960303
100k/val/bd3bd3ab-4c7b11e8;0.5759787
100k/val/bd3bd3ab-79f6d287;0.29855362
100k/val/bd3bd3ab-8e38f822;0.6057492
100k/val/bd3bd3ab-95751d80;0.7685064
100k/val/bd3bd3ab-c51f41b3;0.7079231
100k/val/bd3bd3ab-cfd5b40e;0.4576654
100k/val/bd3bd3ab-d7f3de9e;0.856338
100k/val/bd3bfd8d-733939c0;0.61427736
100k/val/bd3c3916-579aeb09;0.49385995
100k/val/bd3dc2ff-243f2c63;0.92368567
100k/val/bd415d27-9b1d4637;0.47818005
100k/val/bd422ce5-0045fc82;0.8681671
100k/val/bd442c6f-16ff171d;0.49325854
100k/val/bd442c6f-29611c5e;0.61982346
100k/val/bd442c6f-d404189c;0.5757508
100k/val/bd4518ef-21d8ee40;0.9071447
100k/val/bd4518ef-be6a7922;0.7378225
100k/val/bd4518ef-c38baa13;0.6572053
100k/val/bd4518ef-d4c1fa7f;0.41931424
100k/val/bd46953e-1bb2f914;0.5785936
100k/val/bd46953e-3f51d76e;0.86077565
100k/val/bd46bba0-2990928d;0.59854376
100k/val/bd46bba0-926dc1db;0.8451232
100k/val/bd46bba0-fadf1d6d;0.5835137
100k/val/bd4a61fd-4b64ea82;0.44957924
100k/val/bd4a61fd-89e74e0f;0.84498566
100k/val/bd4a61fd-fb447d72;0.8940798
100k/val/bd4aeaaf-a26c8bc2;0.9478909
100k/val/bd4c1d7e-24700e36;0.5840739
100k/val/bd4c1d7e-9edc4d74;0.51157355
100k/val/bd4c8e34-0a6f19e0;0.4974913
100k/val/bd4f2165-76098163;0.7610845
100k/val/bd50478a-4eb79ba3;0.45067748
100k/val/bd50478a-7c1e236c;0.8245518
100k/val/bd50478a-8a65e55f;0.4091059
100k/val/bd50478a-9599eab3;0.95050895
100k/val/bd505c1f-26a9accf;0.46368384
100k/val/bd507fe5-c54d7cb2;0.5244664
100k/val/bd507fe5-eca39153;0.45830923
100k/val/bd50d9a3-1e2466bf;0.732232
100k/val/bd512863-2e6735a4;0.8627387
100k/val/bd512863-814ab9b3;0.511976
100k/val/bd51fb57-1ac69b0a;0.93338037
100k/val/bd51fb57-d6436f78;0.68630785
100k/val/bd51fb57-fee52768;0.4286569
100k/val/bd52701c-66ce9738;0.7477163
100k/val/bd554ae8-2c8c08df;0.7164494
100k/val/bd554ae8-bcb18664;0.8225955
100k/val/bd57e60e-04fe485e;0.49918836
100k/val/bd57e60e-187054e3;0.6324112
100k/val/bd57e60e-1e11a4e0;0.62577534
100k/val/bd57e60e-504a870b;0.39578244
100k/val/bd57e60e-d36607eb;0.4297843
100k/val/bd57e60e-f3226561;0.5885972
100k/val/bd5a0062-2a7bbf28;0.5973808
100k/val/bd5a0062-a5d1cf03;0.5526502
100k/val/bd5a0062-af4b8c8c;0.5670657
100k/val/bd5a0062-b4ca75f1;0.5338005
100k/val/bd5a0062-f2543986;0.60463494
100k/val/bd5a0062-f462f63f;0.68517137
100k/val/bd5a17ac-7ca4403f;0.45232946
100k/val/bd5bb58b-24a6f5e7;0.8312856
100k/val/bd5bb58b-7087c7f3;0.68485564
100k/val/bd5bb58b-7c049603;0.4643669
100k/val/bd5bb58b-7daa536b;0.4817629
100k/val/bd5c34f4-32c7b145;0.899145
100k/val/bd5c34f4-52ef24cd;0.72302544
100k/val/bd5c34f4-f39f6dfc;0.333197
100k/val/bd5cf21a-e6b9587e;0.4824416
100k/val/bd5d35a0-1357b0da;0.8256397
100k/val/bd5e7386-b01b09fb;0.94037765
100k/val/bd5e847a-dd8e1bb1;0.47580132
100k/val/bd5e847a-fff41819;0.6251787
100k/val/bd5f0e20-1792f900;0.5747674
100k/val/bd5f8f37-b3008fa1;0.7524249
100k/val/bd5fe5fb-dfcd1cd2;0.5749589
100k/val/bd5ff552-c187e5df;0.5367786
100k/val/bd60211c-05ed033f;0.60499805
100k/val/bd60211c-07f21245;0.5898962
100k/val/bd60211c-16e100ad;0.91863155
100k/val/bd605431-86ad04a8;0.8011581
100k/val/bd60d984-66b1a49f;0.6064152
100k/val/bd626633-996f4be9;0.58469653
100k/val/bd626633-ad3626a7;0.43671829
100k/val/bd64fd99-26f9d430;0.9102682
100k/val/bd64fd99-8e69563f;0.5931887
100k/val/bd656105-bfcf9d5c;0.9054715
100k/val/bd656105-db296383;0.55864
100k/val/bd656105-ed6f8161;0.8004562
100k/val/bd656105-efa0deab;0.8314421
100k/val/bd656502-f04cf4da;0.45507878
100k/val/bd6587ba-95d6751f;0.8354957
100k/val/bd65dd37-4c3cdf2d;0.8839507
100k/val/bd67113a-5b83fcdb;0.6008698
100k/val/bd686201-03e84da0;0.79818046
100k/val/bd6a2c09-b3b84f57;0.7085712
100k/val/bd6b95b2-28d783a3;0.883556
100k/val/bd6c7aef-750b28cc;0.50471157
100k/val/bd6c7aef-f3373443;0.6285721
100k/val/bd6ca291-74e28b01;0.50985664
100k/val/bd6ca291-923cc95a;0.5115823
100k/val/bd6ca291-fe4a1b48;0.744339
100k/val/bd6dcefc-3af00f57;0.58391273
100k/val/bd6dcefc-68d695b9;0.6649059
100k/val/bd70577b-474e104b;0.75333416
100k/val/bd70577b-57a066d8;0.7815386
100k/val/bd70577b-b4dd3097;0.6585189
100k/val/bd715c1c-09221d95;0.8095977
100k/val/bd735753-10912d8b;0.60931957
100k/val/bd735753-1451d21f;0.95425355
100k/val/bd735753-49b2ce68;0.9214988
100k/val/bd735753-5d67127a;0.5599406
100k/val/bd75454a-69e7f645;0.94903576
100k/val/bd75e563-15ee6e1d;0.9165804
100k/val/bd7c460d-4a317a77;0.5510355
100k/val/bd7cb9e1-65b08f46;0.76228255
100k/val/bd7cb9e1-eb5b2227;0.39181802
100k/val/bd7ccf83-18bccb70;0.95509547
100k/val/bd7d1552-c7a94b06;0.5660249
100k/val/bd7f150c-c557afa7;0.91945237
100k/val/bd7f7061-601abafd;0.90271235
100k/val/bd812175-88bdcb99;0.46123195
100k/val/bd812175-d418c63b;0.9127971
100k/val/bd812175-fc557aa4;0.9371532
100k/val/bd816a01-87bcd028;0.9595375
100k/val/bd816a01-fa31ce3d;0.9160918
100k/val/bd8268a2-a924aa0b;0.7770738
100k/val/bd82f517-793eb747;0.56368136
100k/val/bd82f517-d1af5063;0.50802463
100k/val/bd8aa347-4a6405a9;0.6124116
100k/val/bd8d420d-ec34c634;0.5120187
100k/val/bd8e0b69-64d450fe;0.6111662
100k/val/bd8f4dfa-4e126a95;0.4669902
100k/val/bd8f4dfa-52cf9375;0.646261
100k/val/bd8f5fcd-2f54a72b;0.6897091
100k/val/bd8f5fcd-e5d1d498;0.6298794
100k/val/bd92c756-0eee51cd;0.52906275
100k/val/bd92c756-1eafae31;0.87357044
100k/val/bd92c756-d4b30972;0.7284788
100k/val/bd92f6ee-8128cb11;0.49261737
100k/val/bd92f6ee-e7e097b5;0.5564246
100k/val/bd931a20-031fbc84;0.5707783
100k/val/bd931a20-7ed66a53;0.554076
100k/val/bd937f4d-6c06e8b4;0.87927926
100k/val/bd956549-140a4edf;0.54538155
100k/val/bd958472-d0a74e2f;0.55870885
100k/val/bd95af88-2228e86b;0.88686985
100k/val/bd9881c7-682619d1;0.54706764
100k/val/bd98917f-b19d03f7;0.41485137
100k/val/bd989210-0c8eacc1;0.42089975
100k/val/bd989210-5855f1e4;0.53050274
100k/val/bd989210-afaf7243;0.5728489
100k/val/bd989210-c3df0371;0.48106295
100k/val/bd989210-d2369f97;0.39587733
100k/val/bd989210-ecdee00d;0.5870706
100k/val/bd998983-63d9420a;0.84955615
100k/val/bd99cc57-f7a56498;0.48391742
100k/val/bd99da12-66a3321c;0.9010112
100k/val/bd9ad5aa-3d7d3c6b;0.584301
100k/val/bd9ad5aa-fe1b1a19;0.8578547
100k/val/bd9d3b75-78d7026c;0.6532146
100k/val/bd9d3b75-c7800908;0.5972147
100k/val/bd9dbebc-30ccb9f3;0.7174463
100k/val/bd9dbebc-c0b5de37;0.6279614
100k/val/bd9dbebc-e5756011;0.75460243
100k/val/bd9dbebc-fc042836;0.9625987
100k/val/bd9fdd5a-4c17304a;0.9138586
100k/val/bd9fdd5a-6ef5f943;0.32344258
100k/val/bd9fdd5a-85eca2d7;0.9392357
100k/val/bd9fdd5a-adc5bd8b;0.33305013
100k/val/bda04f67-927d28d6;0.89156044
100k/val/bda149bd-02d7100c;0.57497704
100k/val/bda1719b-476378b3;0.39882582
100k/val/bda1cdfa-5da26736;0.54336786
100k/val/bda1cdfa-a4626edd;0.5888661
100k/val/bda1cdfa-ecdcbce2;0.61092305
100k/val/bda20cf9-07b680fc;0.59275186
100k/val/bda20cf9-258f2c93;0.6403456
100k/val/bda2a452-8a54fc2c;0.6407803
100k/val/bda2a452-dd99ae7d;0.8610842
100k/val/bda35230-332be7ac;0.33333045
100k/val/bda3c743-b1fd3647;0.9535298
100k/val/bda46285-116182b2;0.78026044
100k/val/bda46285-1ec1d198;0.9330443
100k/val/bda48a2c-ea6ab69b;0.41207242
100k/val/bda52dd7-f0a0dd1a;0.8275919
100k/val/bda60c48-07ab78ed;0.8807396
100k/val/bda73daa-db213864;0.57781446
100k/val/bda88326-42cec697;0.4111439
100k/val/bda8b780-12d402fd;0.8254651
100k/val/bda90d90-4fff70f2;0.47014207
100k/val/bda9da90-68225671;0.6010492
100k/val/bdaa85ab-e9df4c81;0.57108825
100k/val/bdaa98a5-d23583cb;0.6266221
100k/val/bdabbd46-59d2ac28;0.4710285
100k/val/bdabbd46-c58c1d2f;0.41489887
100k/val/bdacfa22-5563c8aa;0.90765256
100k/val/bdad4028-be5b45a6;0.35001373
100k/val/bdae005f-1c0f2e8b;0.66972804
100k/val/bdae005f-3d4f771f;0.45513952
100k/val/bdae005f-7823c05b;0.81704706
100k/val/bdae005f-7e7e0f56;0.7382852
100k/val/bdae005f-d0bb4101;0.56722546
100k/val/bdae464f-1fc229cc;0.46805105
100k/val/bdae58fa-d3c8737c;0.5403266
100k/val/bdaeda37-6b0b9900;0.92883456
100k/val/bdaeda37-9cc73420;0.73663104
100k/val/bdaeda37-a0d637e0;0.8560707
100k/val/bdaeda37-dfe74a95;0.68427134
100k/val/bdafde0d-03216895;0.43573433
100k/val/bdb035d5-c1048cf3;0.5322045
100k/val/bdb26d74-327526b3;0.8725649
100k/val/bdb2f6cb-5c0f0ee8;0.5405729
100k/val/bdb2f6cb-8da5fa42;0.5319744
100k/val/bdb3c90f-095103e9;0.95102835
100k/val/bdb3c90f-ad6c3d26;0.6002935
100k/val/bdb3c90f-dba6400e;0.9108139
100k/val/bdb56045-34d3f697;0.51106894
100k/val/bdb56045-67e52488;0.33333188
100k/val/bdb56045-bbf84cef;0.42301115
100k/val/bdb610dc-15dd7f0f;0.8341875
100k/val/bdb610dc-e64667d9;0.9085053
100k/val/bdb615e0-d78e2a9c;0.5773458
100k/val/bdb658c2-01af4ab1;0.55440867
100k/val/bdb658c2-f38bc8c3;0.53094614
100k/val/bdb85450-4e8d9c80;0.45011038
100k/val/bdb90975-a729ef7b;0.6013932
100k/val/bdb95837-032891c3;0.899845
100k/val/bdb95837-0c2e3b2b;0.40731406
100k/val/bdb95837-2e514e25;0.93187225
100k/val/bdb95837-5a088ec1;0.49078262
100k/val/bdb95837-a553c52c;0.9322337
100k/val/bdb95837-a9465f1b;0.53853524
100k/val/bdba96db-510677bf;0.5961298
100k/val/bdba96db-85f26106;0.5288617
100k/val/bdbd6b9f-c0f31952;0.4738121
100k/val/bdbdc4df-2f7a140d;0.55019045
100k/val/bdbdc4df-8b2c5f23;0.6095264
100k/val/bdbfc024-03ba558f;0.50116855
100k/val/bdbfc024-d4ec7ef3;0.60335135
100k/val/bdc0dc52-b4d05890;0.8910464
100k/val/bdc15316-23cfff61;0.33333334
100k/val/bdc15316-ac33f22c;0.33333334
100k/val/bdc3e97b-12e4e776;0.6415168
100k/val/bdc3e97b-3ad23042;0.6226129
100k/val/bdc3e97b-67eee595;0.5605892
100k/val/bdc4990a-bd8d6052;0.73603004
100k/val/bdc7adfd-ac352f36;0.59371805
100k/val/bdc7ed93-19e4b08c;0.8682493
100k/val/bdc7ed93-686684d6;0.32066047
100k/val/bdc7ed93-75e5f442;0.8353805
100k/val/bdc7ed93-f8378699;0.7906356
100k/val/bdc89152-2b7aec87;0.58794355
100k/val/bdcac585-ea8f25b1;0.58228207
100k/val/bdcb68eb-1d074566;0.49602208
100k/val/bdcb68eb-4a3561a4;0.5027377
100k/val/bdcb68eb-8174c535;0.6195867
100k/val/bdcb68eb-86671b13;0.47505984
100k/val/bdcb68eb-e897551f;0.5412828
100k/val/bdcd1ea1-ad1f4ec3;0.33333334
100k/val/bdcd6f24-0b1af2bf;0.94740033
100k/val/bdcd6f24-781a4629;0.4063465
100k/val/bdcd6f24-c646d15b;0.3329561
100k/val/bdcd6f24-e3a675af;0.33333334
100k/val/bdcda664-848e5b1e;0.69643664
100k/val/bdcf5742-bd173465;0.5661092
100k/val/bdcff5f0-83dbf6d8;0.6739446
100k/val/bdd0049d-8c592c39;0.9090544
100k/val/bdd20a54-d852fa69;0.63447446
100k/val/bdd2e58a-f9784bf8;0.9296701
100k/val/bdd316c8-a0c21dcc;0.4554299
100k/val/bdd3a05e-3d61cb4e;0.55019635
100k/val/bdd3a05e-5d28f64d;0.90534014
100k/val/bdd3c8b3-ff26c094;0.6325316
100k/val/bdd42bec-5fe93b9b;0.53351855
100k/val/bdd42bec-c050a953;0.85813975
100k/val/bdd463a8-387d221a;0.2911359
100k/val/bdd463a8-94969b77;0.82333636
100k/val/bdd5b47b-d9ea627b;0.6027212
100k/val/bdd645df-90aa8572;0.54796666
100k/val/bdd6d823-2c4989f0;0.34724134
100k/val/bdd6d823-659f71fd;0.33333334
100k/val/bdd7290c-d5f718f4;0.30455327
100k/val/bdd7c984-3c3a2fc4;0.62964714
100k/val/bdd853b8-4b3664f3;0.33042353
100k/val/bdda4e2e-6d2bc480;0.7393305
100k/val/bddb3423-37178861;0.9345281
100k/val/bddc1656-56674ab3;0.6437358
100k/val/bddce207-87f8c60f;0.9052726
100k/val/bddd9d1b-77a23376;0.9466996
100k/val/bddd9d1b-b65a1301;0.5947122
100k/val/bdde507b-1ce1ac20;0.78545797
100k/val/bddeaad4-d1272691;0.5458806
100k/val/bde0caa6-d7d428b5;0.41768214
100k/val/bde10ba1-966885c2;0.61343473
100k/val/bde48a59-81b1f93a;0.34443605
100k/val/bde48e24-e9aba0dc;0.9360627
100k/val/bde48f5b-c09a6b7b;0.89425325
100k/val/bde4c586-85d19762;0.4414818
100k/val/bde6526d-224f7ea1;0.84158534
100k/val/bde65a81-fb6b43cc;0.8654078
100k/val/bde6a41e-1935bf93;0.4999064
100k/val/bde7a73a-ee84f1a1;0.40770838
100k/val/bde8262d-4abf8f63;0.58053184
100k/val/bde83a65-61f8f702;0.45464772
100k/val/bde83a65-d8ce4ddc;0.87297124
100k/val/bde95d2c-6c4a2eca;0.60124475
100k/val/bde96867-d909dae7;0.90953183
100k/val/bde9f2e6-e059e5e3;0.9405676
100k/val/bdec2416-d18fb371;0.6849679
100k/val/bdec39d8-c94681b3;0.59587353
100k/val/bdec39d8-f1063651;0.8845688
100k/val/bded2d56-8641bc0d;0.570323
100k/val/bded2d56-9a09a78b;0.65171075
100k/val/bdeec3db-2a9088a9;0.38788742
100k/val/bdeec3db-4796d5a6;0.52548915
100k/val/bdeec3db-d7908ef3;0.56860185
100k/val/bdf19076-c53d74c5;0.5826849
100k/val/bdf33dc4-ae128055;0.41780496
100k/val/bdf33dc4-d5b4181c;0.86189836
100k/val/bdf33dc4-f1a43120;0.9278733
100k/val/bdf3c743-95dacd5d;0.52805513
100k/val/bdf58c55-33117846;0.95393443
100k/val/bdf58c55-dee0b9f7;0.9462537
100k/val/bdf6ab8b-3ebe8356;0.9064933
100k/val/bdf775d9-3cb15a15;0.6360809
100k/val/bdf8fcad-32d6edca;0.8524071
100k/val/bdf8fcad-9b37333e;0.46389014
100k/val/bdf8fcad-dfe047d1;0.5896268
100k/val/bdf8fcad-f9afb0af;0.5359862
