Image Path;IoU Score
100k/val/b8a52657-f74f7fd0;0.61670506
100k/val/b8a795ee-21cbb3d1;0.6042529
100k/val/b8a795ee-b1680470;0.6434247
100k/val/b8a795ee-c1ce7ac0;0.9240823
100k/val/b8a835db-34608613;0.83696127
100k/val/b8a835db-a66cff4d;0.88839865
100k/val/b8a835db-b2b7aed0;0.57171744
100k/val/b8a835db-c49dfee5;0.78371906
100k/val/b8a9d382-3bd7d3e4;0.86632216
100k/val/b8ab4367-297944fb;0.4808464
100k/val/b8acc534-23eb2531;0.5877006
100k/val/b8acc534-d5b64200;0.9044012
100k/val/b8adc715-5a335a7e;0.93857116
100k/val/b8ae99b0-c70e5800;0.8443207
100k/val/b8af5bc3-97aa5976;0.88713187
100k/val/b8afaffa-21f32286;0.47819075
100k/val/b8afaffa-5ec67bbb;0.4968155
100k/val/b8affcd1-29901d90;0.9427919
100k/val/b8affcd1-b2781fa1;0.56954813
100k/val/b8b03ee1-9444cbd8;0.953105
100k/val/b8b0554a-35795cdf;0.91028684
100k/val/b8b0554a-ecca669e;0.52369535
100k/val/b8b06f77-5b618032;0.9202651
100k/val/b8b15e54-2ccd7fd0;0.5412333
100k/val/b8b15e54-4c278512;0.9520178
100k/val/b8b15e54-f8461121;0.88901055
100k/val/b8b18469-00a140bf;0.78164285
100k/val/b8b18469-55e564e3;0.47466493
100k/val/b8b2be1e-3a26a65d;0.82615125
100k/val/b8b2be1e-4c0bf0b9;0.8074555
100k/val/b8b2be1e-e42d11d8;0.39004713
100k/val/b8b3e840-06f018d3;0.57042336
100k/val/b8b4115a-19b5976e;0.60105264
100k/val/b8b4115a-ea1a60b6;0.6053643
100k/val/b8b69c99-e0c0b8bb;0.8367157
100k/val/b8b84774-309883b2;0.46609634
100k/val/b8b84774-58b7527d;0.33333334
100k/val/b8b84774-c0740817;0.5705358
100k/val/b8b9ffae-042b50eb;0.5924329
100k/val/b8b9ffae-d3cb2bbd;0.62880766
100k/val/b8bb2022-164d8e4f;0.7477555
100k/val/b8bb2022-6ef7291e;0.3556664
100k/val/b8bb2022-f22d2908;0.7665756
100k/val/b8bf322e-36122f48;0.51502335
100k/val/b8c0457f-3c7b553c;0.40660498
100k/val/b8c0457f-d7a1d2b7;0.5098717
100k/val/b8c0457f-fa2eacb4;0.5692965
100k/val/b8c0d4a5-0b8ec726;0.9259932
100k/val/b8c0d4a5-63b97dfb;0.3281461
100k/val/b8c0d4a5-e8d3393a;0.79120916
100k/val/b8c1f257-22c2b2cc;0.41130674
100k/val/b8c1f257-b16e7b78;0.66641676
100k/val/b8c21306-2ef89045;0.60701096
100k/val/b8c21917-b001727c;0.53402805
100k/val/b8c2c8e8-bfe9cb41;0.46733767
100k/val/b8c3f870-c6c86746;0.53802097
100k/val/b8c3f870-d6a887c8;0.3495503
100k/val/b8c3f870-db0f236f;0.54335827
100k/val/b8c3f870-e1c1bd34;0.66340184
100k/val/b8c60cba-d52cfc92;0.51667905
100k/val/b8c66e31-37045eec;0.43559527
100k/val/b8c7c957-84df8251;0.5345999
100k/val/b8c7c957-b05e784c;0.9211961
100k/val/b8c95e55-7cc3b9b1;0.57313126
100k/val/b8ca6c5d-22de751a;0.5673661
100k/val/b8cca913-a59e1a1b;0.9287636
100k/val/b8cd6a1b-84ae1442;0.8750509
100k/val/b8cd6a1b-8abed2d8;0.82381666
100k/val/b8ce5e42-34aa3275;0.9002883
100k/val/b8cf7112-d0f7365c;0.50464433
100k/val/b8cff548-cc30b88a;0.40432853
100k/val/b8d24edf-3349ee71;0.48084363
100k/val/b8d24edf-51edf6f2;0.5131614
100k/val/b8d24edf-70279ee0;0.8765881
100k/val/b8d26b85-e5941e4b;0.93245876
100k/val/b8d6eb5f-c1f21fe4;0.44054613
100k/val/b8da2353-3f632c8a;0.9178516
100k/val/b8da2353-61f13dfb;0.59832203
100k/val/b8dce66a-004c2b9d;0.7013763
100k/val/b8e06f7a-f11a9604;0.88355803
100k/val/b8e2eae6-9b3f3a2f;0.76432645
100k/val/b8e638c5-c29e3eba;0.3740257
100k/val/b8e63e55-1b48cdef;0.90160197
100k/val/b8e63e55-369d821c;0.76013947
100k/val/b8e675b0-2345da2d;0.8029927
100k/val/b8e675b0-b18c870f;0.9491564
100k/val/b8e675b0-eeb01556;0.939222
100k/val/b8ecdc10-763b27b8;0.4749604
100k/val/b8ecdc10-e0148c98;0.91892314
100k/val/b8ee7220-99de1efc;0.64979166
100k/val/b8ee7220-b9b59d51;0.6342527
100k/val/b8ee7220-ee251c9a;0.632494
100k/val/b8ef1613-c936238e;0.6136452
100k/val/b8ef1613-cabb90be;0.92435306
100k/val/b8efe857-6eb8e35f;0.7812109
100k/val/b8efe857-90dec33b;0.5919473
100k/val/b8f0315c-0fb7602c;0.55015606
100k/val/b8f0315c-2506aedf;0.559256
100k/val/b8f0315c-6d83432c;0.50214636
100k/val/b8f0b141-c00fd8b4;0.5537448
100k/val/b8f2d63d-22dbb72d;0.32190648
100k/val/b8f2d63d-6a944fa4;0.32090822
100k/val/b8f2d63d-6aac4195;0.33333334
100k/val/b8f2d63d-9a3923f7;0.81095237
100k/val/b8f44a4f-c3682a11;0.6288216
100k/val/b8f5912b-5dd97fdd;0.953187
100k/val/b8f5cc6a-32756cda;0.5907547
100k/val/b8f63f02-014464f6;0.9000524
100k/val/b8f63f02-c999a811;0.8404156
100k/val/b8f63f02-f3d4d3ef;0.8955657
100k/val/b8f63f02-f5b555a9;0.60547364
100k/val/b8f63f02-f78a7452;0.7113086
100k/val/b8f65e48-10600b5e;0.40453386
100k/val/b8f65e48-96ce1959;0.8912935
100k/val/b8f781de-a5f9cdfa;0.6154704
100k/val/b8fa884b-5cad0e15;0.91640365
100k/val/b8fb5451-6c0e5ec6;0.9155127
100k/val/b8fcdf93-4aac8105;0.80540466
100k/val/b8fe1054-42625c45;0.5230961
100k/val/b8fe9f2b-012851c9;0.8635622
100k/val/b8fe9f2b-270e73a0;0.80364907
100k/val/b8fe9f2b-d63131a3;0.5992626
100k/val/b9012b42-ba320de2;0.43481407
100k/val/b901a3e5-7ca95a7c;0.31609124
100k/val/b90327ce-1fd6eed8;0.3656456
100k/val/b90327ce-86c1d1f4;0.44640648
100k/val/b90327ce-8bdda545;0.86136407
100k/val/b9047aca-4064a447;0.54820853
100k/val/b9047aca-41787983;0.60035783
100k/val/b9054a76-5266134b;0.91629833
100k/val/b9079f4e-13bafb7b;0.7697296
100k/val/b907b620-74e79e9c;0.6436443
100k/val/b9087534-f5d49005;0.50550157
100k/val/b9094f83-df5b86f1;0.54055804
100k/val/b9097b2d-0eb8ce24;0.51505905
100k/val/b909a526-1971fba7;0.8370122
100k/val/b909df8f-51c5470e;0.58826435
100k/val/b90a1ed5-653861b3;0.6194988
100k/val/b90b45ad-a54b1fbf;0.60159504
100k/val/b90bcbaa-99b962db;0.32528466
100k/val/b90bcbaa-d26f06dc;0.5927452
100k/val/b90ca71f-3cf69251;0.39346027
100k/val/b90cbc2c-4f9a1c58;0.5076008
100k/val/b90d0148-081f5e0b;0.8716953
100k/val/b90d0148-2d15443f;0.38764548
100k/val/b90d0148-6d64cd06;0.8563343
100k/val/b90d0148-bbecdb11;0.49001655
100k/val/b90ed33f-2b527be4;0.6011455
100k/val/b90f7487-17bb6cb9;0.75043213
100k/val/b90f7487-7fb37cf4;0.53408754
100k/val/b9102500-70bcb1c3;0.46862555
100k/val/b9117002-548fd684;0.5986818
100k/val/b9117002-f2ff0c31;0.49074456
100k/val/b911a419-7bb3a8a4;0.8804312
100k/val/b91383d9-1f2454a4;0.8931521
100k/val/b9152ae2-21189b28;0.43829602
100k/val/b915526f-f22f5cc4;0.8830129
100k/val/b919f6f7-9c71d913;0.6107026
100k/val/b91af789-f9098734;0.7559964
100k/val/b91c609b-171a17e0;0.6267201
100k/val/b91cdc5d-bce994ce;0.7195543
100k/val/b91dd730-8e0a1a8f;0.54957265
100k/val/b91ddba0-93eda7e1;0.5562793
100k/val/b91ddba0-946e0059;0.88504183
100k/val/b91df396-3a32db81;0.80753076
100k/val/b91eae9e-c8fb98e5;0.61342955
100k/val/b9206eb1-08915f67;0.34616315
100k/val/b92246fc-03731d6b;0.4615365
100k/val/b924005d-3e1ae14d;0.9345864
100k/val/b9254d2f-df7dd6b1;0.9089663
100k/val/b928271b-35145ad6;0.5112006
100k/val/b928271b-fe5cc5d1;0.9033153
100k/val/b928cd75-1fb70c18;0.9509659
100k/val/b92a7fe6-0042ff16;0.4309196
100k/val/b92a7fe6-01adecfd;0.47085986
100k/val/b92a7fe6-714c37c2;0.6179209
100k/val/b92c0cf0-2f0621ad;0.32098705
100k/val/b92c4dd3-3a659a03;0.33198938
100k/val/b92c4dd3-7ed54ec0;0.33333334
100k/val/b92c4dd3-856ff7b7;0.6586175
100k/val/b92c4dd3-91991711;0.3304966
100k/val/b92c7b7c-af420847;0.57698095
100k/val/b92caf7e-4fc447e8;0.6392536
100k/val/b92d48c3-f7812f84;0.9033984
100k/val/b92e15f8-bf91ff53;0.4760092
100k/val/b92e5a9f-28900b6b;0.80126613
100k/val/b93085e8-4dcee882;0.59249926
100k/val/b931fe93-10ef5680;0.6300143
100k/val/b931fe93-37b7cffb;0.34015077
100k/val/b931fe93-5ee3a9ba;0.6014289
100k/val/b931fe93-614568d3;0.8427521
100k/val/b931fe93-db7bffaf;0.6089033
100k/val/b931fe93-f0b441ba;0.4708708
100k/val/b9332578-307665bc;0.8552367
100k/val/b934dfc0-55ee2773;0.7562213
100k/val/b93616ca-eaeb3f71;0.91380066
100k/val/b936e35e-55e17398;0.34389055
100k/val/b936e35e-e46a87e6;0.3479579
100k/val/b936e35e-f493bf16;0.8754158
100k/val/b938ff6a-6eeaa410;0.9102921
100k/val/b93942f9-441a4817;0.87965333
100k/val/b93942f9-65eda0a3;0.92903376
100k/val/b93942f9-d722e1d0;0.87425613
100k/val/b93942f9-ff411dce;0.60457253
100k/val/b93a8e92-044ff223;0.36897695
100k/val/b93a8e92-e5a0589d;0.30936235
100k/val/b93bd867-726d338b;0.4581506
100k/val/b93c2c35-3533f822;0.79631275
100k/val/b93c2c35-9a03812d;0.836583
100k/val/b93d4555-02be04c1;0.60065246
100k/val/b93db0b2-fd5012d5;0.9498161
100k/val/b93e0d1b-5e1e35f8;0.9351988
100k/val/b93e190c-5253eaff;0.75988
100k/val/b93e190c-b3e4728f;0.8533505
100k/val/b93e2268-2106a029;0.3367084
100k/val/b93e2268-394c7031;0.8615154
100k/val/b93e2268-40e27a6d;0.4883798
100k/val/b93e2268-4b277928;0.44925994
100k/val/b93ecb20-598666a0;0.49515265
100k/val/b93f2cee-48325ee0;0.5530773
100k/val/b93f2cee-c44ef489;0.6223008
100k/val/b94071ab-d4385c1a;0.83206034
100k/val/b940ba87-26950497;0.89637727
100k/val/b940ba87-435d34a8;0.9092967
100k/val/b940c3b2-149d028e;0.9018218
100k/val/b9429f07-33ae3ff1;0.533762
100k/val/b9429f07-a95e6db3;0.46695587
100k/val/b9429f07-e59c4a8c;0.82547826
100k/val/b94313c9-962b4c59;0.62724584
100k/val/b944121b-910a65e5;0.8674528
100k/val/b9443e30-c9275e4a;0.80754274
100k/val/b946a4cf-ef1b308e;0.49311966
100k/val/b9470f2d-aa9b22f2;0.5094982
100k/val/b9471202-68f658bd;0.9277477
100k/val/b94781aa-a48a3555;0.91969055
100k/val/b947b09d-0221b791;0.49281392
100k/val/b947b09d-ed9cc136;0.85661733
100k/val/b94a9ed0-08112e6a;0.52497274
100k/val/b94afe66-3fe18fd1;0.8815614
100k/val/b94b1f35-b8e48adf;0.58481824
100k/val/b94cd5b4-26c295e5;0.69009984
100k/val/b94d2c84-bfed761a;0.822818
100k/val/b94daedc-7045933e;0.60209024
100k/val/b94eb13b-6189d792;0.6752371
100k/val/b94ef562-0e37552c;0.60683215
100k/val/b94f6bc8-32f10d36;0.56496304
100k/val/b9524a81-89273957;0.6572667
100k/val/b953a340-049ea536;0.6986016
100k/val/b953a340-298cb3fb;0.7893114
100k/val/b953a340-d188ea90;0.9188511
100k/val/b953a340-d936cbba;0.52067304
100k/val/b953ef60-6c2cb9a1;0.71994746
100k/val/b953efc6-455bdde1;0.87959164
100k/val/b953efc6-f40d4290;0.88026524
100k/val/b955232a-62397ff4;0.4852792
100k/val/b95709b5-53705d83;0.73416585
100k/val/b9586e5c-33b83562;0.5958887
100k/val/b9597719-09a2458c;0.8609168
100k/val/b9597719-4d141a98;0.34930417
100k/val/b9597719-81050919;0.32995698
100k/val/b9597719-cd9a176f;0.36633
100k/val/b959dc9b-1c7fc954;0.9410419
100k/val/b95bc6e9-34c711c1;0.4027476
100k/val/b95c97a9-48663434;0.740884
100k/val/b95dcb10-45d68fcc;0.4973635
100k/val/b95dcb10-4ff5c14d;0.5313262
100k/val/b95dcb10-5838c763;0.80156076
100k/val/b95feaae-690faa76;0.7665893
100k/val/b965ce1b-ad83b0ff;0.7377906
100k/val/b967b2a7-2003bfd2;0.41391036
100k/val/b96c88de-058de530;0.5136101
100k/val/b96c88de-92c2d62b;0.5805603
100k/val/b96c88de-bf71b865;0.81614447
100k/val/b96d19af-4b6a5a63;0.67821395
100k/val/b97124d9-bea19450;0.686758
100k/val/b9742173-21a140e8;0.8190304
100k/val/b9742173-3b584111;0.9203162
100k/val/b975a665-43da0ef1;0.3139711
100k/val/b975a665-66f04c31;0.726257
100k/val/b975a665-7b202002;0.8495556
100k/val/b975a665-aed15a8d;0.8986187
100k/val/b976b144-844de03e;0.43419895
100k/val/b9772de9-8fef5466;0.58631206
100k/val/b9782b2a-681c4b4d;0.7686633
100k/val/b979217b-015bcb98;0.6267497
100k/val/b979217b-09ba51bd;0.5463149
100k/val/b979217b-32f86fea;0.54170525
100k/val/b979217b-53523d64;0.5270591
100k/val/b979b89c-388674d4;0.6233594
100k/val/b979b89c-b359ef70;0.5308298
100k/val/b979b89c-d7e084b9;0.9088317
100k/val/b97aa948-8ab1108f;0.29786873
100k/val/b97aa948-d53ee60d;0.4991742
100k/val/b97b9ee8-0dfbbe35;0.33153164
100k/val/b97b9ee8-612c36ef;0.62037396
100k/val/b97b9ee8-8fbf044e;0.29653475
100k/val/b97b9ee8-ea15f29a;0.7914083
100k/val/b97c553a-004a5913;0.8416809
100k/val/b97e697f-1c37913f;0.4908023
100k/val/b97f47c3-906ebdd5;0.93270683
100k/val/b97f9acb-5c677268;0.7594162
100k/val/b9800035-7c61cb6d;0.60344905
100k/val/b980ce70-c9f24d8f;0.71606696
100k/val/b981b2ec-9368ed56;0.63591564
100k/val/b981c36d-a66bb611;0.83382607
100k/val/b981e7e3-4ccaf6b5;0.8622162
100k/val/b981e7e3-958b5ba2;0.8943491
100k/val/b981e7e3-e965dc31;0.5915644
100k/val/b981e7e3-f39b9a1b;0.61637944
100k/val/b982723f-84848a7f;0.492334
100k/val/b98578b9-f52d7f86;0.80066454
100k/val/b98682bb-a0142ac9;0.60819805
100k/val/b988086f-1811f9d3;0.753852
100k/val/b988086f-caed8036;0.8775701
100k/val/b989ad0d-a1513cc2;0.4661387
100k/val/b989ad0d-b8f7d12a;0.91430324
100k/val/b98bd627-8593fa24;0.6489959
100k/val/b98bd627-ef76afa3;0.5586559
100k/val/b98c2fe7-a1ba769e;0.7099921
100k/val/b98e3a45-2af2c615;0.78205675
100k/val/b98e3a45-608c1fb2;0.5929973
100k/val/b98e3a45-c94a8f44;0.8374752
100k/val/b98eabcc-573dccd2;0.80606836
100k/val/b98f4bb1-100931bb;0.5619081
100k/val/b99169cf-98e77225;0.53718936
100k/val/b9947c32-6074d84c;0.9595201
100k/val/b995794d-66208231;0.5524236
100k/val/b995df4d-4bf935df;0.9536521
100k/val/b995df4d-c889890c;0.96025026
100k/val/b9966b34-d7579b48;0.33333334
100k/val/b9966b34-db0fb6ba;0.33325487
100k/val/b996d83b-2f6ef415;0.7443563
100k/val/b997ec7a-20d90044;0.76711935
100k/val/b997ec7a-af29d0ca;0.4372642
100k/val/b9990002-f103f7d9;0.59594786
100k/val/b999b5f5-38c7b100;0.9063117
100k/val/b99aea27-68a2c988;0.54110956
100k/val/b99b108b-4422b287;0.3480824
100k/val/b99b66a0-308f25ed;0.4175584
100k/val/b99c17a7-bc6ee752;0.6015293
100k/val/b99c5931-2ded1a3c;0.3725875
100k/val/b99c5931-4e76f057;0.6235236
100k/val/b99c5931-81b850be;0.48989612
100k/val/b99c5931-834bb88c;0.8819207
100k/val/b99eeedd-f211870f;0.9449424
100k/val/b99f250d-375965e8;0.33297274
100k/val/b99f250d-81828357;0.3181174
100k/val/b99f250d-886111c5;0.5666392
100k/val/b99f250d-97172b16;0.53252745
100k/val/b99f250d-c69113f1;0.92405796
100k/val/b99f7c8d-b97ed7dc;0.4392733
100k/val/b99fd3ff-95f75133;0.3659432
100k/val/b9a0d48b-05b491ac;0.53575367
100k/val/b9a0d48b-a89007f6;0.835458
100k/val/b9a0d48b-c9dfdd87;0.86200714
100k/val/b9a2146e-1fcf3af6;0.5642229
100k/val/b9a2146e-2f27d574;0.59820396
100k/val/b9a6cd2a-0cea14f6;0.8096678
100k/val/b9a8d20a-4c0028f7;0.6193384
100k/val/b9aabdcf-d1433a19;0.6135171
100k/val/b9aca3ce-181f2909;0.90632576
100k/val/b9af5d7a-58dc5c98;0.5248805
100k/val/b9b12c49-3f874f30;0.79721546
100k/val/b9b16444-2929cf9e;0.55206996
100k/val/b9b16444-feb0b3a5;0.6116184
100k/val/b9b53753-91a5d5f8;0.5561962
100k/val/b9baae14-474c5be2;0.7900566
100k/val/b9bafa5a-051addc0;0.49028087
100k/val/b9bafa5a-195389c9;0.5186505
100k/val/b9bafa5a-20a70f87;0.538796
100k/val/b9bafa5a-27d8078f;0.60104436
100k/val/b9bafa5a-4b999671;0.61395884
100k/val/b9bafa5a-758fc13c;0.5595044
100k/val/b9bafa5a-933c3c94;0.6253859
100k/val/b9bafa5a-9d12fc05;0.59989965
100k/val/b9bafa5a-f0d23559;0.5981984
100k/val/b9bafa5a-f6a3f4da;0.95133466
100k/val/b9bd0109-531e640f;0.92938447
100k/val/b9bdeae4-ee607bbc;0.49889702
100k/val/b9c067bf-9bc4ccd1;0.933473
100k/val/b9c11ffc-52766c9e;0.9196705
100k/val/b9c11ffc-8c6c2eb0;0.4727555
100k/val/b9c2521e-2db68bde;0.92311776
100k/val/b9c30b68-2d208deb;0.9110745
100k/val/b9c34a53-f1f42d75;0.57197154
100k/val/b9c52ee6-7709a9c2;0.5230444
100k/val/b9c5e7c2-5d214ecd;0.8312807
100k/val/b9c66ce6-57fa7e69;0.51256055
100k/val/b9c71d97-416ef91d;0.83117527
100k/val/b9c71ec0-1a77e45e;0.40251422
100k/val/b9c7f347-97b374b1;0.57444584
100k/val/b9c7f347-fbc28cb2;0.9070164
100k/val/b9c9d815-3f9d9a8a;0.48575473
100k/val/b9ca8abd-dc5cd337;0.8864088
100k/val/b9ca94a2-7f349303;0.34388655
100k/val/b9ca94a2-df527b5a;0.5648016
100k/val/b9ca94a2-f35ce63b;0.86165524
100k/val/b9cabddd-e49dded9;0.9169418
100k/val/b9cb54f8-a8ad3ed2;0.3085791
100k/val/b9cd5de4-5614ed70;0.5798938
100k/val/b9d11a21-9cc4a8bb;0.927763
100k/val/b9d11a21-9cff3219;0.62358457
100k/val/b9d12c48-050117dc;0.5085361
100k/val/b9d12c48-1cdf1b03;0.9576491
100k/val/b9d12c48-d855b440;0.87233466
100k/val/b9d24e81-a9679e2a;0.543018
100k/val/b9d34460-2c3b1ab3;0.61232543
100k/val/b9d34460-40ed613e;0.60181844
100k/val/b9d34460-4ce3c7d9;0.4717843
100k/val/b9d34460-5d3c8bcf;0.592902
100k/val/b9d34460-68942f09;0.47586727
100k/val/b9d34460-809d2dd4;0.5605613
100k/val/b9d34460-8c9c4807;0.5537678
100k/val/b9d34460-96333c9b;0.41886517
100k/val/b9d34460-d648a4c1;0.855083
100k/val/b9d34460-eb5b8d34;0.37883538
100k/val/b9d42546-22bbbe03;0.50556123
100k/val/b9d42546-2901d42d;0.80998826
100k/val/b9d47fe7-858753e0;0.479913
100k/val/b9d9e358-7dadc57c;0.7020287
100k/val/b9d9ed4e-66448e19;0.41653913
100k/val/b9db357e-512d7f3f;0.3674466
100k/val/b9db357e-cd30a8ae;0.56053585
100k/val/b9dcf6ba-53401992;0.5626403
100k/val/b9de552a-0e2a01b8;0.9386773
100k/val/b9df54a4-314e9e5e;0.33333334
100k/val/b9df54a4-66f58812;0.33297274
100k/val/b9df54a4-8203d67b;0.49616373
100k/val/b9df54a4-84660617;0.6162364
100k/val/b9df54a4-91295fbc;0.60809183
100k/val/b9dfba7c-1c8f50a1;0.9094731
100k/val/b9dfba7c-ffdd8fd3;0.58840346
100k/val/b9e12f59-40d0d945;0.7321949
100k/val/b9e197fb-1e3721e0;0.6170074
100k/val/b9e1e369-72bfc6bb;0.5741972
100k/val/b9e1e369-c7cc0c47;0.6016406
100k/val/b9e2c847-48127b39;0.5191551
100k/val/b9e4cb3d-975f9d1d;0.61548895
100k/val/b9e4cb3d-98ed4484;0.34622717
100k/val/b9e4cb3d-eaf3d4ad;0.9560039
100k/val/b9e6660b-bc8236e7;0.8106067
100k/val/b9e7e326-693b4ae7;0.6175031
100k/val/b9e91422-2d610458;0.51133645
100k/val/b9e91422-944c7a2f;0.919419
100k/val/b9eae343-b296ccb7;0.79489136
100k/val/b9eae343-d73328b2;0.72392553
100k/val/b9eb4605-1024d23c;0.47738907
100k/val/b9eb4605-a9631712;0.81228346
100k/val/b9ecc316-2fdb6c92;0.73387027
100k/val/b9ecc316-529acd3c;0.5535294
100k/val/b9ed6e80-1782fc7b;0.46131307
100k/val/b9ed70c8-edc3834b;0.5978975
100k/val/b9ed9a4e-4f2897e5;0.6095764
100k/val/b9ef03d3-92a377cc;0.33333334
100k/val/b9ef58f6-dbfd3b12;0.6062494
100k/val/b9efb2a4-bad8be38;0.49771005
100k/val/b9f22148-5d881ca7;0.63170755
100k/val/b9f22148-6ad84326;0.601727
100k/val/b9f22148-bb552f30;0.935048
100k/val/b9f22148-fee94d83;0.9333161
100k/val/b9f30ada-2c42a2f8;0.6058902
100k/val/b9f83545-6c082fdd;0.36359462
100k/val/b9f83545-eb28b690;0.33100405
100k/val/b9fa66d8-a5fce3c5;0.85067785
100k/val/b9fb5382-36e88642;0.5512518
100k/val/b9fb5382-5cf0f1a7;0.91454494
100k/val/b9fb5382-76c75580;0.61578286
100k/val/b9fb5382-990e8173;0.94354844
100k/val/b9fb5382-a15fb1a6;0.60160273
100k/val/b9fb5382-d590d1f3;0.31433702
100k/val/b9fb5382-de164886;0.5931726
100k/val/b9fb8b07-28df834c;0.48849306
100k/val/b9fc97df-397f8a5d;0.5655589
100k/val/b9fc97df-9b839325;0.771338
100k/val/b9fde896-2829683e;0.48370153
100k/val/b9fdf8bf-42564342;0.3706677
100k/val/b9fdf8bf-9de2321b;0.78525054
100k/val/b9fdf8bf-a7d770dc;0.6182164
100k/val/ba01e424-d3effc2d;0.60578257
100k/val/ba01e424-e21752bb;0.58976334
100k/val/ba01e7b7-4c136c35;0.7549243
100k/val/ba075b35-6fb4c8fc;0.6361916
100k/val/ba08174b-15c134f7;0.82531995
100k/val/ba087e53-ef362be0;0.9651556
100k/val/ba09810a-a1c9c327;0.90327024
100k/val/ba09810a-ac2ef27d;0.55395347
100k/val/ba0a3619-31d30af9;0.490306
100k/val/ba0a3619-e721c302;0.8341025
100k/val/ba0a827b-06f3b51a;0.5406612
100k/val/ba0a827b-dfcec16f;0.6413027
100k/val/ba0a9afb-ba786259;0.5363261
100k/val/ba0b31f2-067b826c;0.8791148
100k/val/ba0b31f2-c45b879b;0.54370713
100k/val/ba0d2a3f-0c429b61;0.4002053
100k/val/ba0f292a-bb8b14af;0.937314
100k/val/ba112f29-22498dfa;0.8693476
100k/val/ba112f29-5452cd9f;0.76539636
100k/val/ba112f29-96213b92;0.8391584
100k/val/ba112f29-9da834a0;0.9034259
100k/val/ba112f29-be7a8dfc;0.59193224
100k/val/ba122c97-403fd75d;0.46814364
100k/val/ba122c97-69a4038b;0.41442916
100k/val/ba147ca3-583de3f4;0.487868
100k/val/ba14f1ef-178edc04;0.5337614
100k/val/ba15261b-0cded4cf;0.7756883
100k/val/ba15261b-46e2755d;0.6251072
100k/val/ba15abfa-53c4fa38;0.63211787
100k/val/ba1612fa-392883a2;0.88585114
100k/val/ba1612fa-624ac188;0.33315033
100k/val/ba1612fa-c9ac53d1;0.36264634
100k/val/ba163cd8-1403cad9;0.7832203
100k/val/ba181cb9-341963b1;0.3705109
100k/val/ba19e1c4-a9bca6af;0.6050253
100k/val/ba19e1c4-c243da22;0.9441805
100k/val/ba1ab927-a44a701b;0.7216264
100k/val/ba1c5b5f-bc36c5fa;0.8067583
100k/val/ba1f5489-3f8e2762;0.75676143
100k/val/ba1f97fc-214aaccb;0.52496517
100k/val/ba1f97fc-5b4826df;0.59489477
100k/val/ba21db9d-1fa50667;0.8861325
100k/val/ba22eaaf-b6fad89d;0.8416354
100k/val/ba2610cc-76fb5c2d;0.58894217
100k/val/ba2905e2-145d9cfc;0.93010056
100k/val/ba2db972-f29458c8;0.8559403
100k/val/ba2e8260-126fca3e;0.3095591
100k/val/ba2e8260-2f6c9b36;0.51188993
100k/val/ba2e8260-5b48768d;0.5543275
100k/val/ba2e8c76-9064d1ee;0.86051244
100k/val/ba2e8c76-bc128eda;0.4786012
100k/val/ba2e8c76-d41571cb;0.53893185
100k/val/ba2e8c76-d7ca505e;0.39363533
100k/val/ba2ef5fa-0924e7c4;0.7364883
100k/val/ba31ed47-117c074b;0.67705727
100k/val/ba320af6-9ebfd69c;0.52203345
100k/val/ba336fcb-24158015;0.5834684
100k/val/ba336fcb-f0afaac6;0.6169975
100k/val/ba35cdf3-e104174c;0.5696496
100k/val/ba362b8d-2855bf4e;0.7133961
100k/val/ba362b8d-991d1837;0.51481164
100k/val/ba36b0a9-6c380330;0.9556155
100k/val/ba37b3d4-a8126899;0.4519949
100k/val/ba3878a5-a6be090b;0.920727
100k/val/ba3d031c-e85b19e4;0.8994953
100k/val/ba3dc656-c88512cc;0.32751665
100k/val/ba3dfc2c-1b22491c;0.7128252
100k/val/ba3f4265-46c99d41;0.5526847
100k/val/ba3f4265-77da2806;0.8530779
100k/val/ba3f4265-d8adfa71;0.89713144
100k/val/ba3ffa1d-05ce6de4;0.4139266
100k/val/ba402b44-b17beb78;0.46838748
100k/val/ba41a907-1793986f;0.6955878
100k/val/ba41a907-c8e44897;0.95871305
100k/val/ba4432a9-35b2f81e;0.88293093
100k/val/ba4432a9-3956a266;0.8460438
100k/val/ba4432a9-5439b6db;0.47692785
100k/val/ba4432a9-9df2cbad;0.8919815
100k/val/ba4432a9-d3c31edf;0.6793237
100k/val/ba4576b4-2b165aea;0.76236457
100k/val/ba465f46-6ec77334;0.96810853
100k/val/ba467364-d5d97e59;0.7612648
100k/val/ba47021e-ec2f1a4a;0.5781538
100k/val/ba475d4d-ed2daa1d;0.95265245
100k/val/ba477574-906b0b32;0.5323756
100k/val/ba477574-b5e29f22;0.46121526
100k/val/ba479cb3-1909b5d7;0.8576659
100k/val/ba479cb3-5949ad38;0.5903382
100k/val/ba479cb3-7d06a26f;0.34337717
100k/val/ba479cb3-a99a833a;0.40123567
100k/val/ba479cb3-b04e9be2;0.3688053
100k/val/ba479cb3-f5cd5cdf;0.5047491
100k/val/ba47af6d-548205ea;0.5746551
100k/val/ba49e65a-773f5f54;0.43342137
100k/val/ba4a95e2-388b7299;0.8853993
100k/val/ba4adf3d-27e3cae5;0.4679262
100k/val/ba4bcdc5-06e22f87;0.5867502
100k/val/ba4bcdc5-31c36605;0.54597247
100k/val/ba4bcdc5-3d4f7a56;0.51105726
